equation,id,f_value,operating_condition,if,low_impact,inactive
A1C2H- + H (+M) <=> A1C2H (+M),685,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010106518525181404,True,True
C4H2 + H2CCCCH <=> A1C2H-,686,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.00962479920231099,True,True
A1- + C4H2 <=> A1C2H + C2H,687,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01939513740547218,True,True
A1- + C2H3 <=> A1C2H + H2,688,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0002134821924449298,True,True
A1- + C4H4 <=> A1C2H + C2H3,689,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.012932212800462223,True,True
A1 + C2H <=> A1C2H + H,690,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03318433413895574,True,True
A1- + C2H <=> A1C2H,691,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008727844603826545,True,True
A1C2H + O <=> A1C2H- + OH,692,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.020679455726463104,True,True
A1C2H + O <=> A1- + HCCO,693,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.014365692065111162,True,True
A1C2H + O <=> C2H + C6H5O,694,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.003035412912495782,True,True
A1C2H + H <=> A1C2H- + H2,695,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.007096008937220508,True,True
A1C2H + H <=> A1- + C2H2,696,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013287581128120934,True,True
A1C2H + H <=> n-C8H7,697,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.00999534004771866,True,True
A1C2H + OH <=> A1C2H- + H2O,698,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.026756580495756476,True,True
A1C2H + OH <=> A1- + CH2CO,699,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011870844837914377,True,True
A1C2H + OH <=> A1 + HCCO,700,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005236042700597728,True,True
A1C2H + C2H <=> A1C2H- + C2H2,701,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03423328070893261,True,True
2 C4H4 <=> A1C2H3,702,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011018695416808505,True,True
C4H4 + i-C4H5 <=> A1C2H3 + H,703,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004004140103310505,True,True
C5H5 + H2CCCH <=> A1C2H3* + H,704,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02614381909107925,True,True
A1 + C2H3 <=> A1C2H3 + H,705,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006146715627009926,True,True
A1- + C2H3 <=> A1C2H3,706,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03078812119443053,True,True
A1- + C2H4 <=> A1C2H3 + H,707,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008449308024801441,True,True
A1- + C4H4 <=> A1C2H3 + C2H,708,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.016736675145636787,True,True
A1- + C4H6 <=> A1C2H3 + C2H3,709,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.002988989102791658,True,True
C7H7 + CH2 <=> A1C2H3 + H,710,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.035166199758177766,True,True
A1C2H3 + H <=> H2 + n-C8H7,711,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0013159932155688105,True,True
A1C2H3 + H <=> A1C2H3* + H2,712,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.018881999211849097,True,True
A1C2H3 + O <=> A1- + CH2CHO,713,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0019954766772256496,True,True
A1C2H3 + O <=> A1- + CH3 + CO,714,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008744692317110638,True,True
A1C2H3 + O <=> C2H3 + C6H5O,715,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005640210610056676,True,True
A1C2H3 + O <=> OH + n-C8H7,716,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004902843379621757,True,True
A1C2H3 + OH <=> H2O + n-C8H7,717,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005225951898165657,True,True
A1C2H3 + OH => C2H4 + C6H5O,718,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005901287856106832,True,True
A1C2H3 + OH <=> A1C2H3* + H2O,719,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010839889945696986,True,True
A1C2H3 + OH <=> C7H7 + CH2O,720,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.016806655804978265,True,True
A1C2H3 + O2 <=> C6H5O + CH2CHO,721,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008216995267970385,True,True
A1C2H3* + O2 <=> C6H5O + CH2CO,722,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02021835377827907,True,True
A1C2H3* + H (+M) <=> A1C2H3 (+M),723,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0017475267502599454,True,True
C5H5 + H2CCCH <=> H + n-C8H7,724,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005276776948949656,True,True
A1 + C2H <=> n-C8H7,725,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02538214171261079,True,True
A1- + C2H2 <=> n-C8H7,726,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010410748122261912,True,True
A1- + C2H3 <=> H + n-C8H7,727,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.038485052086624026,True,True
H + n-C8H7 <=> A1C2H3,728,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.019870856972553252,True,True
H + n-C8H7 <=> A1C2H + H2,729,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01725938130416185,True,True
OH + n-C8H7 <=> A1C2H + H2O,730,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.003878812057606375,True,True
C4H4 + C5H5 <=> H + INDENE,731,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010962844825122447,True,True
A1- + H2CCCH <=> INDENE,732,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01651821292409695,True,True
A1- + C4H6 <=> CH3 + INDENE,733,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.020944709379590715,True,True
A1 + i-C4H5 <=> CH3 + INDENE,734,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0009534354795728958,True,True
A1- + C3H4 <=> H + INDENE,735,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.00910816368096375,True,True
C2H + C4H2 <=> C6H2 + H,736,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.003122389622955755,True,True
C2H2 + C4H <=> C6H2 + H,737,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004461325586651848,True,True
2 C3H2 => C6H2 + H2,738,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.00899914985796386,True,True
C2H2 + C6H <=> C8H2 + H,739,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01862753981721345,True,True
C2H + C6H2 <=> C8H2 + H,740,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.032916230809244454,True,True
C2H + C6H <=> C8H2,741,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03749122940875881,True,True
C2H + C4H2 <=> C2H2 + C4H,742,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.015745744557726402,True,True
C6H2 + H <=> C6H + H2,743,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013525616160478567,True,True
C6H2 + OH <=> C6H + H2O,744,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02636678251040169,True,True
C6H2 + M <=> C6H + H + M,745,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.026546163187150633,True,True
2 C4H2 <=> C8H2 + H2,746,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02068223966076531,True,True
C8H2 + M <=> C8H + H + M,747,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.016202443726342955,True,True
C8H2 + H <=> C8H + H2,748,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.014380260245197339,True,True
C8H2 + OH <=> C8H + H2O,749,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.018072971390677893,True,True
A1 + CH3 <=> A1- + CH4,750,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.049905754879769955,True,True
A1 + C2H <=> A1- + C2H2,751,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.026730790991965108,True,True
A1 + C4H <=> A1- + C4H2,752,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02011648545578948,True,True
A1 + C6H <=> A1- + C6H2,753,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011055971715358635,True,True
A1 + C8H <=> A1- + C8H2,754,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0007509908644862229,True,True
INDENE + O2 <=> HO2 + INDENYL,755,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006904599194297305,True,True
HO2 + INDENE <=> H2O2 + INDENYL,756,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02193355306478362,True,True
INDENE <=> H + INDENYL,757,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013206290507060311,True,True
INDENE + O <=> INDENYL + OH,758,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.015810069989602084,True,True
INDENE + O <=> C7H7 + HCCO,759,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010486699088260798,True,True
H + INDENE <=> H2 + INDENYL,760,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01371263935500115,True,True
C2H2 + C7H7 <=> H + INDENE,761,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.015685260992914077,True,True
H + INDENE <=> A1C2H + CH3,762,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008204779347412322,True,True
H + INDENE <=> A1 + H2CCCH,763,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0076132053543219195,True,True
INDENE + OH <=> C7H7 + CH2CO,764,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.009590275434371852,True,True
INDENE + OH <=> H2O + INDENYL,765,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.015240556921038406,True,True
CH3 + INDENE <=> CH4 + INDENYL,766,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.007625326211723606,True,True
H2CCCH + INDENE <=> C3H4 + INDENYL,767,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01859907191974751,True,True
A1- + INDENE <=> A1 + INDENYL,768,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.014803969731896117,True,True
C7H7 + INDENE <=> C7H8 + INDENYL,769,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.015490376514986484,True,True
C4H2 + C5H5 <=> INDENYL,770,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.012370991597498123,True,True
INDENYL => C2H2 + C4H2 + H2CCCH,771,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03537292031657786,True,True
INDENYL + O <=> CO + n-C8H7,772,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.021039512872129386,True,True
INDENYL + O <=> A1C2H3* + CO,773,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006039863383836548,True,True
HO2 + INDENYL => CO + OH + n-C8H7,774,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0031186346102139006,True,True
HO2 + INDENYL => A1C2H + CO + H2O,775,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0026656583255161427,True,True
HO2 + INDENYL => A1C2H3* + CO + OH,776,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004825082679916747,True,True
A1 + A1- <=> H + P2,777,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.009914365391585434,True,True
H2CCCH + INDENYL => P2,778,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01429930015859681,True,True
H2CCCH + INDENE => H + P2,779,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.012809171173880174,True,True
2 A1- <=> P2,780,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.00023496377163824002,True,True
2 A1- <=> H + P2-,781,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0024863618740385007,True,True
P2 <=> H + P2-,782,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006798701143869462,True,True
P2 <=> C3H2 + INDENE,783,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.021288750131508202,True,True
O2 + P2- <=> A2 + CO + HCO,784,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017006079546470414,True,True
H + P2 <=> H2 + P2-,785,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.009185907283146543,True,True
OH + P2 <=> H2O + P2-,786,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.016560189605054496,True,True
A1 + i-C4H5 => A2 + H + H2,787,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.014658404866733296,True,True
A1- + C4H6 => A2 + H + H2,788,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005465902708389823,True,True
A1- + H2CCCCH <=> A2,789,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.023065006800092012,True,True
A1- + H2CCCCH <=> A2- + H,790,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006383890406269368,True,True
A1- + C4H4 <=> A2 + H,791,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010408547531491156,True,True
C7H7 + H2CCCH => A2 + 2 H,792,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0032349062008440476,True,True
A1C2H- + C2H2 <=> A2-,793,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005389430170160411,True,True
A1C2H3* + C2H2 <=> A2 + H,794,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.012419962438459378,True,True
C2H2 + n-C8H7 <=> A2 + H,795,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011301131411025296,True,True
CH3 + INDENYL <=> A2 + 2 H,796,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005618118162305643,True,True
CH2 + INDENE => A2 + 2 H,797,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011365962176494578,True,True
CH2(S) + INDENE <=> A2 + 2 H,798,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011356753298223268,True,True
A2 + O <=> A1C2H + CH2CO,799,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03178846239274615,True,True
A2 + O => CO + H + INDENYL,800,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01543872305525093,True,True
A2 + O <=> HCCO + n-C8H7,801,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.022467157165114465,True,True
A2 + O <=> A1C2H3* + HCCO,802,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006285904959321687,True,True
A2 + O <=> A2- + OH,803,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.044653861851573176,True,True
A2 + H <=> A2- + H2,804,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008203151688968425,True,True
A2 + OH <=> A2- + H2O,805,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.001393008101190468,True,True
A2 + OH => A1C2H + CH2CO + H,806,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004952409602559183,True,True
A2 + CH3 <=> A2- + CH4,807,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013703960976702517,True,True
A2 + C2H <=> A2- + C2H2,808,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.021489300513848106,True,True
A2 + C2H <=> A2C2H + H,809,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017896036928888137,True,True
A2- + O2 => A1C2H + CO + HCO,810,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.018284689870954815,True,True
A2- + O => CO + INDENYL,811,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.000754524705289565,True,True
A2- + H <=> A2,812,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.023176648240656995,True,True
A2- + HO2 => CO + INDENYL + OH,813,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01897216255033476,True,True
A2- + C2H2 <=> A2C2H + H,814,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0034456169688763766,True,True
A2C2H + H <=> A2C2H* + H2,815,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006158046147896468,True,True
A2C2H + OH <=> A2- + CH2CO,816,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006184367336053732,True,True
A2C2H + OH <=> A2C2H* + H2O,817,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0064079119934418935,True,True
H2CCCH + INDENYL => A2C2H + 2 H,818,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006568559076247005,True,True
A2- + CH3 <=> A2CH3,819,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.00444775266225919,True,True
A2 + CH2 <=> A2CH3,820,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.001408906968215914,True,True
A2 + CH2(S) <=> A2CH3,821,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02106131783765437,True,True
A2CH2 + H <=> A2CH3,822,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.009689221944799563,True,True
A2- + CH3 <=> A2CH2 + H,823,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.012216736409870345,True,True
A2CH3 + O2 <=> A2CH2 + HO2,824,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0016783398445446177,True,True
A2CH3 + O <=> A2CH2 + OH,825,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0055563905227984595,True,True
A2CH3 + H <=> A2CH2 + H2,826,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0035849596617340655,True,True
A2CH3 + H <=> A2 + CH3,827,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.00934828790030695,True,True
A2CH3 + OH <=> A2CH2 + H2O,828,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.023964074941199197,True,True
A2CH3 + HO2 <=> A2CH2 + H2O2,829,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.012211245427449361,True,True
A2CH3 + CH3 <=> A2CH2 + CH4,830,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011327969789188184,True,True
A2- + A2CH3 <=> A2 + A2CH2,831,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.00861710063914933,True,True
A2CH2 + CH2 <=> A2C2H + H + H2,832,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0016527256113187117,True,True
A2CH2 + H2CCCH <=> A3 + 2 H,833,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.014991822129067823,True,True
A1C2H- + C4H4 <=> A2R5 + H,834,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.009077873414837831,True,True
A1C2H3* + C4H2 <=> A2R5 + H,835,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008807316630972659,True,True
C4H2 + n-C8H7 <=> A2R5 + H,836,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.003812507563170819,True,True
H2CCCH + INDENYL => A2R5 + 2 H,837,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02126602582493941,True,True
H2CCCH + INDENE => A2R5 + H + H2,838,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010284163624891356,True,True
H2CCCH + INDENYL <=> A2R5 + H2,839,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02218060103686922,True,True
A2- + C2H2 <=> A2R5 + H,840,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006231412313566372,True,True
A2C2H* + H <=> A2R5,841,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017878528939006082,True,True
A2C2H + H <=> A2R5 + H,842,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02165074579072138,True,True
A2R5- + H (+M) <=> A2R5 (+M),843,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.007978624405251994,True,True
A2R5 <=> A1C2H + C4H2,844,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.007583991979323586,True,True
A2R5 + O <=> A2R5- + OH,845,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.014688441023381035,True,True
A2R5 + O => A2- + HCCO,846,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.00951208010214866,True,True
A2R5 + H <=> A2R5- + H2,847,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008951658799330681,True,True
A2R5 + OH <=> A2R5- + H2O,848,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.019164036586374892,True,True
A2R5 + OH <=> A2- + CH2CO,849,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01591401850722994,True,True
A1- + A1C2H <=> A3 + H,850,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010131681773414173,True,True
A1 + A1C2H- <=> A3 + H,851,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005407994593147566,True,True
A2- + C4H4 <=> A3 + H,852,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0003800150929378226,True,True
A2- + C4H2 <=> A3-,853,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006528154905363514,True,True
C2H2 + P2- <=> A3 + H,854,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017097201477613476,True,True
A2C2H* + C2H2 <=> A3-,855,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.019611908627072048,True,True
A2R5- + C2H2 <=> A3-,856,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008644411452186576,True,True
A2R5 + C2H2 => A3,857,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.019598235791082608,True,True
A2 + C4H2 => A3,858,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.019126511386943986,True,True
A3 + O <=> A2C2H + CH2CO,859,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02110621704295909,True,True
A3 + O <=> A3- + OH,860,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03218400768579194,True,True
A3 + O => HCCO + P2-,861,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013786883752026293,True,True
A3 + H <=> A3- + H2,862,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.04269818435986358,True,True
A3 + OH <=> A3- + H2O,863,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.014014987837353254,True,True
A3 + OH => A2C2H + CH2CO + H,864,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013052773773338449,True,True
A3 + OH <=> CH2CO + P2-,865,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.002064712030877883,True,True
A3 + CH3 <=> A3- + CH4,866,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.016024231526595344,True,True
A3 + C2H <=> A3C2H + H,867,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006558590281305378,True,True
A3C2H + H <=> A3C2H* + H2,868,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010524236804353309,True,True
A3C2H + OH <=> A3- + CH2CO,869,0.3,"[1683, 0.98, 'C2H4:0.01, O2:0.03, AR:0.96']",0.012049394107898731,True,True
